"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.850375003E-3,1.058419006E1,-7.116201782E-1,2.694846039E0
1.805062502E-2,1.040710831E1,-1.077309723E0,3.047362976E0
3.795162501E-2,1.049871780E1,-1.286724243E0,2.923121338E0
5.785362501E-2,9.768536224E0,-1.162931671E0,1.642833710E0
7.775462500E-2,9.005872192E0,-1.033600616E0,1.183289337E0
9.765562500E-2,9.064699860E0,-1.014590149E0,9.758207703E-1
1.175566250E-1,9.083261261E0,-8.496331787E-1,8.669970703E-1
1.374576250E-1,8.891060944E0,-6.285429382E-1,4.231700134E-1
1.573596250E-1,8.584348755E0,-3.555107117E-1,9.654922485E-1
1.772606250E-1,8.715775452E0,-1.422042847E-2,1.458417206E0
1.971616250E-1,9.269773407E0,1.585203552E-1,1.503473511E0
2.170626250E-1,1.043824356E1,3.743714905E-1,2.349663849E0
2.369636250E-1,1.085572540E1,1.092727661E-1,2.297422485E0
2.568656250E-1,1.103520218E1,-1.999841309E-1,1.409768372E0
2.767666250E-1,1.003513184E1,-3.731739807E-1,4.357438660E-1
2.966676250E-1,9.178163910E0,-8.924441528E-1,7.661068726E-1
3.165686250E-1,9.896669769E0,-1.178050232E0,-5.810916138E-1
3.364696250E-1,1.094284424E1,-7.652087402E-1,-4.156855774E-1
3.563706250E-1,1.090542206E1,-2.516267395E-1,-4.598437500E-1
3.762726250E-1,1.117126923E1,9.190887451E-2,-7.261399841E-1
3.961736250E-1,1.128293701E1,1.769320679E-1,-5.545967102E-1
4.160746250E-1,8.602311401E0,7.147636414E-1,1.917512512E-1
4.359756250E-1,8.942553864E0,9.434880066E-1,-5.837860107E-3
4.558766250E-1,9.121132507E0,1.474134521E0,-2.677931213E-1
4.757786250E-1,9.822873230E0,2.210153961E0,3.215313721E-1
4.956796250E-1,8.450077972E0,3.960913239E0,-1.024319916E0
5.155806250E-1,8.474177856E0,5.015470276E0,-7.574249268E-1
5.354816250E-1,9.351952515E0,3.376827850E0,8.167016602E-1
5.553826250E-1,9.084458771E0,2.773582306E0,7.563771057E-1
5.752846250E-1,7.473808136E0,2.641856232E0,-5.297483826E-1
5.951856250E-1,6.656507721E0,1.279838562E0,1.807640991E0
6.150866250E-1,8.242908783E0,6.451583862E-1,1.355131989E0
6.349875833E-1,1.073971664E1,1.090182953E0,1.911225586E0
6.548885833E-1,1.146121628E1,1.655856628E0,1.167572021E0
6.747905833E-1,1.103160965E1,5.957611084E-1,6.098318481E-1
6.946915833E-1,1.073178314E1,-2.496807861E-1,7.092251587E-1
7.145925833E-1,1.036848862E1,-4.538562012E-1,-4.323010254E-1
7.344935833E-1,1.047087570E1,-4.194277954E-1,-4.773573303E-1
7.543945833E-1,8.968300323E0,-1.797462158E0,3.933819580E-1
7.742965833E-1,8.815917206E0,-5.734574890E-1,4.679269409E-1
7.941975833E-1,1.000983444E1,2.474354553E0,-2.203417969E-1
8.140985833E-1,1.020562729E1,1.429826660E0,-7.855664063E-1
8.339995833E-1,1.019035904E1,8.547225952E-1,-1.570683746E0
8.539005833E-1,8.109087067E0,3.306623840E-1,6.360273743E-1
8.738025833E-1,8.077203369E0,7.707472229E-1,1.402433624E0
8.937035833E-1,9.975555725E0,2.040556641E0,8.304730225E-1
9.136045833E-1,1.039932449E1,1.394799500E0,1.324745178E0
9.335055834E-1,1.006372238E1,5.269042969E-2,8.969348145E-1
9.534065833E-1,1.013287857E1,-1.161584473E0,2.129022675E0
9.733075833E-1,1.094508957E1,-5.361849976E-1,5.388793945E-1
9.932095833E-1,1.110136459E1,-4.167333984E-1,1.078058167E0
1.013110583E0,1.160416901E1,-8.906478882E-1,1.096619568E0
1.033011583E0,1.025592270E1,-5.180726624E-1,-4.278103638E-1
1.052912583E0,1.034094589E1,-1.960922241E-2,-7.294331360E-1
1.072813583E0,1.023257126E1,-2.118095398E-1,1.145268402E0
1.092715583E0,1.228375580E1,-1.063987427E0,2.074685669E-1
1.112616583E0,1.186283112E1,1.369951172E0,3.381019135E0
1.132517583E0,7.685917053E0,-5.751040649E-1,3.495231628E-1
1.152418583E0,1.083387085E1,-1.534159698E0,3.637435913E-1
1.172319583E0,1.058209442E1,-1.703906708E0,1.334774323E0
1.192221583E0,9.999056854E0,-8.333171082E-1,5.643264771E-2
1.212122583E0,7.341333618E0,2.556683350E0,-4.592449951E-1
1.232023583E0,8.845256195E0,-2.305206299E-1,-9.213340759E-1
1.251924583E0,6.535708923E0,3.357218628E0,5.673202515E-1
1.271825583E0,8.278534698E0,-7.521858215E-1,-1.806293793E0
1.291727583E0,9.374705200E0,9.894424438E-2,-1.034798126E0
1.311628583E0,3.214565277E0,5.475613403E-1,1.432670746E0
1.331529583E0,1.522274414E1,-9.581575012E-1,-5.047803040E0
1.351430583E0,1.162048508E1,4.620890808E-1,9.580078125E-3
1.371331583E0,1.051233948E1,4.239184570E-1,-2.976111145E0
1.391232583E0,1.063268921E1,-6.060896301E-1,9.794132996E-1
1.411134583E0,1.002270767E1,-7.400610352E-1,-9.265731812E-2
1.431035583E0,9.776170349E0,-5.026547241E-1,-4.906347198E0
1.450936583E0,1.572734482E1,-1.753753052E0,4.141437836E0
1.470837583E0,5.623056793E0,-4.334985352E-1,-6.030210114E0
1.490738583E0,1.421488998E1,2.734812927E-1,3.822002106E0
1.510640583E0,5.830525360E0,-5.574407959E-1,-5.043013000E-1
1.530541583E0,1.080902252E1,9.812095642E-1,3.344046021E-1
1.550442583E0,4.818928986E0,4.896318054E-1,-2.405647430E0
1.570343583E0,1.272129593E1,-1.276545410E0,-4.850064240E0
1.590244583E0,7.615114288E0,3.579506378E0,-6.695576477E-1
1.610146583E0,7.171736298E0,-3.465293884E-1,-1.029858398E-1
1.630047583E0,1.305270676E1,1.380728760E0,4.164938965E0
1.649948583E0,5.480852509E0,3.115770721E0,-1.957030334E0
1.669849583E0,1.284404068E1,2.533481598E0,-9.936337280E-1
1.689750583E0,1.090721832E1,1.841021576E0,-2.094594269E0
1.709652583E0,7.962541809E0,2.010169830E0,1.140777740E0
1.729553583E0,7.677534485E0,1.759590912E0,1.369352417E0
1.749454583E0,8.838669891E0,2.673290863E0,3.785627747E-1
1.769355583E0,9.984836426E0,1.437011719E-2,-3.332819366E0
1.789256583E0,1.292607010E1,2.402354279E0,8.863069153E-1
1.809158583E0,1.076651093E1,9.315129089E-1,-5.748046875E-2
1.829059583E0,1.550565582E1,1.354084167E0,1.888472900E0
1.848960583E0,1.044183609E1,1.851200409E0,5.239105225E-1
1.868861583E0,9.552236023E0,-1.064735870E0,-5.822891235E-1
1.888762583E0,6.250402222E0,6.487509155E-1,6.128256226E-1
1.908664583E0,1.527782959E1,1.133892059E0,-5.376818848E-1
1.928565583E0,7.183412018E0,-5.930667114E-1,2.234702911E0
1.948466583E0,1.358275452E1,-1.647623749E0,-4.115841064E0
1.968367583E0,1.165476379E1,3.397933960E-2,1.063388672E0
1.988269583E0,6.469396820E0,-2.098635864E0,-2.936892700E0
2.008170583E0,1.368843475E1,1.664538574E0,-7.229965210E-1
2.028071583E0,6.002817078E0,-2.199675751E0,-3.556304626E0
2.047972583E0,8.620423737E0,-1.290316772E0,-7.186555481E-1
2.067873583E0,9.307944031E0,1.844913483E0,-6.539900208E-1
2.087775583E0,8.471782837E0,-5.942642212E-1,1.980830841E0
2.107676583E0,9.831255798E0,-7.828720093E-1,-2.358944550E0
2.127577583E0,9.673932953E0,5.322930908E-1,5.379812622E-1
2.147478583E0,9.848170624E0,1.346300354E0,-1.362915802E0
2.167379583E0,9.885892181E0,-1.296304321E0,-2.609673157E0
2.187281583E0,9.709259491E0,1.487307129E0,-3.264261932E0
2.207182583E0,9.346414032E0,-1.110540619E0,-2.434687042E0
2.227083583E0,1.311931824E1,8.695417786E-1,-6.738986206E-1
2.246984583E0,1.058553726E1,-3.390449524E-1,-4.257147217E-1
2.266886583E0,1.128084137E1,-2.297123108E0,-1.316961365E0
2.286787583E0,1.115974319E1,6.568341064E-1,1.147663422E0
2.306688583E0,1.288340881E1,-1.759890289E0,-1.449585571E0
2.326589583E0,1.330148941E1,1.339564362E0,-4.090992737E-1
2.346490583E0,7.665559387E0,1.721869354E0,-9.310638428E-1
2.366392583E0,1.006132736E1,9.497749329E-1,-7.237449646E-1
2.386293583E0,6.490353241E0,1.248553619E0,1.959425354E-1
2.406194583E0,9.377100220E0,1.996548157E0,-2.992876282E0
2.426095583E0,1.458042984E1,1.926194458E0,9.833052063E-1
2.445996583E0,9.690099335E0,3.466790771E-1,-3.982917480E0
2.465898583E0,1.026580215E1,2.136656799E0,4.095483398E0
2.485799583E0,6.067033539E0,-3.715274048E-1,-1.443148956E0
2.505700583E0,8.842561798E0,1.656455383E0,-5.658233643E-2
2.525601583E0,1.106903183E1,3.858975220E-1,-2.005828857E-1
2.545502583E0,1.218002151E1,4.505630493E-2,-4.024980011E0
2.565404583E0,5.367687836E0,1.892364807E0,3.546125793E-1
2.585305583E0,8.870254211E0,6.315367126E-1,-6.738986206E-1
2.605206583E0,5.035528564E0,3.911216583E0,4.189787292E0
2.625107375E0,1.291723846E1,1.385818176E0,-6.938521271E0
2.645009375E0,8.776549072E0,2.451901245E0,2.912942505E0
2.664910375E0,7.870632935E0,2.643203430E0,-5.817053375E0
2.684811375E0,3.636986847E0,-9.413923645E-1,-1.423689423E0
2.704712375E0,1.186357956E1,2.673290863E0,-1.618284760E0
2.724613375E0,9.359586639E0,2.920277252E0,2.799927521E0
2.744515375E0,7.687713318E0,-2.263443146E0,-4.733157349E-1
2.764416375E0,7.292834473E0,3.894900513E-1,-3.161575470E0
2.784317375E0,1.387180344E1,-1.017883301E-2,-1.284029846E0
2.804218375E0,8.359067230E0,5.119354248E-2,-7.848179626E-1
2.824120375E0,6.541247406E0,-3.848497009E-1,-1.608854370E0
2.844021375E0,1.005683670E1,-2.469863892E-2,5.019062805E-1
2.863922375E0,1.241173965E1,-5.254074097E-2,-1.103804626E0
2.883823375E0,1.086650299E1,1.171164551E0,4.755610657E-1
2.903724375E0,1.543739777E1,-3.505709839E-1,-1.904190216E0
2.923626375E0,1.407298508E1,-5.882766724E-2,5.201683044E-1
2.943527375E0,1.176328812E1,5.150788879E-1,-2.051184540E0
2.963428375E0,1.088730972E1,-9.020242310E-1,1.216071167E0
2.983329375E0,8.157436523E0,-6.255491638E-1,3.272195435E-1
3.003230375E0,9.354796600E0,1.198108521E0,-2.257305908E0
3.023132375E0,1.161165344E1,-7.120692444E-1,1.491199036E0
3.043033375E0,8.017776947E0,1.900447998E0,-1.454076233E0
3.062934375E0,9.576186218E0,-1.936972046E-1,-8.216413879E-1
3.082835375E0,5.821693726E0,-2.683918762E-1,-2.153421936E0
3.102737375E0,6.447841644E0,2.668949890E-1,-1.004111938E0
3.122638375E0,4.956193542E-1,-7.544311523E-1,-2.087109833E0
3.142539375E0,1.744083160E1,3.759731598E0,9.454339600E-1
3.162440375E0,7.352709961E-1,-1.775008850E0,4.727169800E0
3.182341375E0,1.046638504E1,4.161645813E0,-4.233197021E-1
3.202243375E0,1.448612595E1,-5.816903687E-1,1.526076508E0
3.222144375E0,6.926097107E0,1.917362823E0,-5.930218048E0
3.242045375E0,1.199814972E1,8.419990540E-1,1.663939819E0
3.261946375E0,7.390581207E0,5.023553467E-1,-1.228195953E0
3.281848375E0,7.770491180E0,1.042731628E0,-2.289638672E0
3.301749375E0,1.095556778E1,-4.936734009E-1,-4.960833893E0
3.321650375E0,1.177331726E1,-8.262817383E-2,1.501228180E0
3.341551375E0,1.260932877E1,-1.189426575E0,-2.308050385E0
3.361453375E0,7.819140015E0,9.298663330E-1,-2.519859924E0
3.381354375E0,1.729458572E1,-3.547622681E-2,-1.432820435E0
3.401255375E0,7.214247894E0,3.172353058E0,-3.257825317E0
3.421156375E0,1.389410706E1,-4.679419098E0,-2.292782135E0
3.441057375E0,6.195765839E0,3.422333221E0,-1.188528442E0
3.460959375E0,1.244811401E1,4.227209473E0,2.313289490E0
3.480860375E0,2.570005646E0,-5.880072327E0,7.739954681E0
3.500761375E0,2.007445496E1,9.496701508E0,-6.129603424E0
3.520662375E0,6.202052765E0,-8.020321655E-1,1.264869690E0
3.540564375E0,1.757480301E1,-1.059945831E0,-4.800517273E0
3.560465375E0,5.057832184E0,4.674179993E0,6.285579071E0
3.580366375E0,1.113968491E1,6.858737183E-1,-1.950444031E0
3.600267375E0,-3.728746033E-1,-1.881138153E0,4.978646851E0
3.620168750E0,1.361942825E1,2.097588043E0,-4.368515625E0
3.640070750E0,3.654051361E0,-1.055305481E0,3.674109650E0
3.659971750E0,1.031669632E1,-1.830393677E0,-2.099084930E0
3.679872750E0,1.745220795E0,-1.545236664E0,4.771627350E0
3.699773750E0,1.360176498E1,2.069895630E0,-2.270179138E0
3.719675750E0,7.429350586E0,-7.201524353E-1,1.136137390E-1
3.739576750E0,1.274315048E1,1.362167358E-1,-4.975952454E0
3.759477750E0,7.099736023E0,-1.467847595E0,-2.005828857E-2
3.779378750E0,5.153932343E0,1.009051666E0,-4.864883423E-2
3.799279750E0,4.352349243E0,-1.896556091E0,-8.002359009E-1
3.819181750E0,9.861941986E0,4.303550720E-1,-1.260828094E0
3.839082750E0,1.596475113E1,-1.130449219E0,1.444196777E0
3.858983750E0,1.913770294E0,-1.636397095E0,-2.288291473E0
3.878884750E0,1.435170547E1,-6.322851562E-1,1.135089569E0
3.898786750E0,9.418713684E0,4.843927002E-1,-3.228037262E0
3.918687750E0,1.538964706E1,-1.827699280E0,6.352789307E-1
3.938588750E0,1.927287186E1,7.240443420E-1,-6.107299805E-1
3.958489750E0,1.155911270E1,-7.433541870E-1,-5.676196289E-1
3.978390750E0,1.135224289E1,-1.077758789E0,1.810784454E0
3.998292750E0,1.254391479E1,4.345164185E0,8.434959412E-1
4.018193750E0,7.022346954E0,-5.547463989E-1,1.251397705E-1
4.038094750E0,1.243658798E1,4.411326599E-1,-1.714983673E0
4.057995750E0,6.404132538E0,2.362836456E0,-1.198856964E0
4.077897750E0,9.365723877E0,3.534150696E0,9.767189026E-1
4.097798750E0,1.339399704E1,-3.011737061E0,-8.128097534E-1
4.117699750E0,6.674919434E0,2.588117981E0,2.044897614E0
4.137600750E0,6.882837067E0,-7.093748474E-1,-3.865711212E0
4.157502750E0,1.265019379E0,-4.110452271E-1,5.373974762E0
4.177403750E0,1.109492798E0,-3.394940186E-1,-2.245031433E0
4.197304750E0,1.491603195E1,-5.074447632E-1,1.511257324E0
4.217205750E0,7.413034515E0,-9.897418213E-1,-2.699636078E0
4.237107750E0,1.088521408E1,-1.279239807E0,-6.701564026E-1
4.257008750E0,8.928183746E0,5.135820007E-1,-7.725434875E-1
4.276909750E0,7.076833649E0,-7.101232910E-1,-2.640509033E-1
4.296810750E0,1.178903458E1,5.128335571E-1,6.444099426E-1
4.316712750E0,1.060155396E1,1.278191986E0,-1.120869141E0
4.336613750E0,1.412387924E1,6.972500610E-1,-1.960922241E-2
4.356514750E0,1.381851425E1,9.648934937E-1,-1.787283325E-1
4.376415750E0,1.437011719E1,2.447859650E0,-2.556833038E0
4.396317750E0,1.110810059E1,4.135899353E-1,-2.061662750E0
4.416218750E0,1.340163116E1,3.181484070E0,3.305126953E-1
4.436119750E0,1.535985901E1,8.637039185E-1,1.142274628E0
4.456020750E0,3.261268158E0,5.632786560E-1,-9.557624817E-1
4.475921750E0,1.149040558E1,9.190887451E-2,-4.368365936E0
4.495823750E0,8.974287872E0,1.187181244E0,6.665339355E0
4.515724750E0,9.078471222E0,9.265731812E-2,-7.448061676E0
4.535625750E0,5.725593567E0,-1.022224274E0,3.445984039E0
4.555526750E0,2.021591080E1,4.668342133E0,-2.666405182E0
4.575428750E0,-2.510429535E0,-2.542762299E0,1.336271210E0
4.595329750E0,9.960437164E0,2.844385071E0,-1.180744629E0
4.615230750E0,6.119873657E0,4.400848389E-1,1.350940704E0
4.635131625E0,8.585396576E0,-3.109034729E-1,-2.138902130E0
4.655033625E0,1.358514954E1,2.639910278E0,1.102607117E0
4.674934625E0,3.384761353E0,1.304088135E0,-3.404819641E0
4.694835625E0,6.185736694E0,-1.184337158E0,-4.650678864E0
4.714736625E0,6.252946930E0,1.916614380E0,-1.105600891E0
4.734638625E0,7.200925598E0,-3.838018799E-1,-2.528841248E0
4.754539625E0,1.378094238E1,9.726773071E-1,2.041604462E0
4.774440625E0,1.209365112E1,7.429051208E-1,1.240919495E0
4.794341625E0,5.440586243E0,-1.748364258E0,-1.607058105E0
4.814243625E0,1.340402618E1,8.069718933E-1,-5.767506409E-1
4.834144625E0,9.443711700E0,1.651964722E0,-2.518063660E0
4.854045625E0,1.365131195E1,-3.653901672E-1,1.027912445E0
4.873946625E0,9.339977417E0,1.916015625E-2,-2.124232635E0
4.893848625E0,1.048599426E1,1.655557251E-1,-1.638642426E0
4.913749625E0,8.762328644E0,-1.603315887E0,8.936416626E-2
4.933650625E0,1.279344589E1,-1.012344818E0,9.967771912E-1
4.953551625E0,8.127498779E0,-1.428928528E0,-1.351090393E0
4.973453625E0,1.363664246E1,-3.445534973E0,-8.611592102E-1
4.993354625E0,7.954458618E0,-6.855743408E-2,5.324427795E-1
5.013255625E0,1.135104538E1,-1.287173309E0,-1.576371918E0
5.033156625E0,1.350401825E1,6.872209167E-1,5.777984619E-2
5.053058625E0,1.094943054E1,8.720864868E-1,-2.845582581E0
5.072959625E0,9.129215698E0,5.370831299E-1,-1.727407837E0
5.092860625E0,5.702691193E0,1.040336609E0,1.481169891E0
5.112761625E0,9.535470886E0,-2.414928131E0,-6.001020813E-1
5.132663625E0,4.010011139E0,3.105292511E0,-1.574725342E-1
5.152564625E0,1.101768860E1,1.582658844E0,4.192182312E0
5.172465625E0,-1.589394836E0,-4.363426208E0,-2.928061066E0
5.192366625E0,1.100182159E1,4.110601959E0,6.397695923E-1
5.212268625E0,8.582552490E0,9.560618591E-1,8.548722839E-1
5.232169625E0,1.173873917E1,-5.162763977E-1,-3.902384949E0
5.252070625E0,9.976304169E0,6.628216553E-1,-3.568279724E0
5.271971625E0,6.733447723E0,6.294410706E-1,-3.262166290E0
5.291873625E0,7.623047791E0,1.235081635E0,-6.150709534E-1
5.311774625E0,1.382031052E1,4.134402466E-1,-9.363029480E-1
5.331675625E0,8.751551056E0,1.144519958E0,-1.368753662E0
5.351576625E0,1.306902283E1,1.974094849E0,-8.942404175E-1
5.371478625E0,1.052102142E1,-5.788462830E-1,5.242098999E-1
5.391379625E0,1.315000443E1,1.874551849E0,-1.577868805E0
5.411280625E0,1.038615189E1,-6.355783081E-1,-1.924098816E0
5.431181625E0,9.561367035E0,2.205962677E0,-2.428250427E0
5.451083625E0,1.235635483E1,-7.185058594E-2,2.601739655E0
5.470984625E0,1.383962036E1,-5.309458923E-1,-8.077203369E-1
5.490885625E0,1.149669250E1,1.952539673E0,5.601351929E-1
5.510786625E0,9.862241364E0,-2.400108948E0,-3.466341705E0
5.530688625E0,8.776698761E0,2.229912872E0,4.601431274E0
5.550589625E0,1.118444183E1,-9.821076965E-1,-1.714384918E0
5.570490625E0,9.360335083E0,-5.275030518E-1,2.972219238E0
5.590391625E0,5.033133545E0,3.638932800E-1,1.236428833E0
5.610293625E0,1.104268661E1,8.190966797E-1,1.006506958E0
5.630194958E0,1.163994461E1,1.311273193E-1,1.911674652E0
5.650095958E0,8.473279724E0,1.366658020E0,-1.808239746E-1
5.669996958E0,8.144413605E0,1.186582489E0,-1.945055237E0
5.689898958E0,6.814579010E0,1.531315613E-1,-1.546134796E0
5.709799958E0,5.971831512E0,-2.454895020E-2,-3.437751160E0
5.729700958E0,9.184001770E0,5.394781494E-1,-1.033151550E0
5.749601958E0,4.522395630E0,-7.165599060E-1,-2.257754974E0
5.769503958E0,1.277054352E1,-2.354603577E-1,2.353555756E0
5.789404958E0,8.643176422E0,3.686833191E-1,8.265811157E-1
5.809305958E0,8.315956879E0,1.734892273E-1,4.080514526E-1
5.829206958E0,1.538276138E1,-8.611592102E-1,5.674699402E-1
5.849108958E0,6.403234406E0,9.324110413E-1,-6.024971008E-1
5.869009958E0,1.245604752E1,-4.206253052E-2,-2.922971649E0
5.888910958E0,1.448852097E1,7.670050049E-1,1.171763306E0
5.908811958E0,1.240395584E1,8.306227112E-1,-7.473957825E-1
5.928713958E0,1.594095062E1,1.133742371E0,1.583856354E0
5.948614958E0,6.236780548E0,1.059796143E0,-2.690056000E0
5.968515958E0,1.054122940E1,-1.234782257E0,-1.026864624E0
5.988416958E0,1.046413971E1,1.647923126E0,5.020559692E-1
6.008318958E0,9.762698364E0,1.538800049E0,-1.648072815E0
6.028219958E0,4.934937744E0,7.849676514E-1,-5.731581116E-1
6.048120958E0,1.077728851E1,-2.065704346E-1,-6.987020416E0
6.068021958E0,1.045111679E1,-1.442999268E-1,9.873468018E-1
6.087923958E0,1.685734497E1,2.503843231E0,-4.162843323E-1
6.107824958E0,5.271887054E0,1.548380127E0,8.298742676E-1
6.127725958E0,1.057191559E1,1.212478638E-2,-2.174228668E0
6.147626958E0,5.173541565E0,2.067949677E0,-1.160386963E0
6.167528958E0,1.069481003E1,8.520281982E-1,-1.971849518E0
6.187429958E0,8.154891815E0,1.213077393E0,1.582808533E0
6.207330958E0,9.791139221E0,5.857319641E-1,-3.505709839E-1
6.227231958E0,5.801186371E0,-1.100511475E0,-2.373314667E0
6.247133958E0,1.815799026E1,-2.194436646E-1,-3.405418396E-1
6.267034958E0,6.876999207E0,1.664837952E0,3.811823273E0
6.286935958E0,9.862091675E0,-3.917353821E-1,-4.213438110E0
6.306836958E0,1.145612686E1,-1.689985657E-1,2.345921631E0
6.326738958E0,5.279072113E0,-2.452799377E0,-4.292174377E0
6.346639958E0,1.365909576E1,-1.835782471E0,-1.903292084E0
6.366540958E0,9.361981659E0,2.548001404E0,3.876937866E-2
6.386441958E0,8.214018860E0,-2.453098755E0,-1.367406464E0
6.406342958E0,1.400757111E1,3.137475586E-1,1.451681213E0
6.426244958E0,1.056877213E1,3.414699097E0,1.830693054E-1
6.446145958E0,1.304612045E1,-2.515518951E0,-2.370320892E0
6.466046958E0,1.156959091E1,-1.865121460E-1,-4.650828552E-1
6.485947958E0,6.248605957E0,-2.308050385E0,2.037263489E-1
6.505849958E0,1.220157669E1,-1.271006927E0,3.060984650E0
6.525750958E0,1.022433838E1,-6.125262451E-1,4.805007935E-2
6.545651958E0,8.161029053E0,1.316063232E0,-2.992277527E0
6.565552958E0,1.184307220E1,-3.007695465E0,-2.867586823E0
6.585454958E0,1.220337296E1,1.909579010E0,1.653162231E0
6.605355958E0,7.301217041E0,2.890189819E0,-4.086651764E0
6.625256958E0,1.055919205E1,2.736609192E0,4.535268860E0
6.645157958E0,7.073540497E0,-3.951782227E-2,-2.132166138E0
6.665059958E0,5.410199432E0,2.346071320E0,-4.608915710E-1
6.684960958E0,1.455932373E1,2.739453278E0,-2.838996277E0
6.704861958E0,7.136709137E0,5.328918457E-2,1.213975525E0
6.724762958E0,7.704029388E0,2.477348328E-1,-7.071295166E-1
6.744664958E0,6.367309113E0,-4.975653076E-1,8.292755127E-2
6.764565958E0,9.091943207E0,1.809287567E0,1.481169891E0
